title,platform,date,meta_score,user_score,link,esrb_rating,developers,genres,platform_group,nintendo_relation,genre_main,player_type,play_situation,difficulty,mood,session_length,beginner_friendly,local_multiplayer,online_multiplayer,budget_tier,buying_advice,title_en,title_ko,title_zh,localization_note,image_url,image_file,official_url_en,official_url_ko,official_url_zh,media_note,normalized_title
Splatoon Raiders,Nintendo Switch 2,2026-07-23,,,,,Nintendo,"['Shooter', 'Action', 'Online']",Switch 2,Nintendo Core,Shooter,Competitive Player,Online|Short Break,Medium,Exciting,Medium,Yes,No,Yes,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Splatoon Raiders,스플래툰 레이더스,斯普拉遁 塗擊隊,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/700100001228270b216ace3dbe11f1981251d357ba780b/8c42325f9e62bb74a17434734d2bd1a0/ac10d398536e75dbd5ab9961c04d8fdaeaa35b531a173adfedf684ec18a8460d.jpg,data/media_images/splatoon_raiders.jpg,https://www.nintendo.com/us/store/products/splatoon-raiders-switch-2/,https://store.nintendo.co.kr/70010000122826,https://www.nintendo.com/hk/games/switch2/aadla/index.html,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,splatoon raiders
Donkey Kong Bananza,Nintendo Switch 2,2025-07-17,,,,,Nintendo,"['Action', 'Adventure', 'Platformer']",Switch 2,Nintendo Core,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Donkey Kong Bananza,동키콩 바난자,咚奇剛 蕉力全開,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/70010000096812e4780925894311f08746ff65488e78ef/867be12b3837baca359965aa8557af2d/3a40edb8fc1354911e0907f1494b5678c2fa37acb8925967e638bd63d06e4580.jpg,data/media_images/donkey_kong_bananza.jpg,https://www.nintendo.com/us/store/products/donkey-kong-bananza-switch-2/,https://www.nintendo.com/kr/games/switch2/aaaca/index.html,https://www.nintendo.com/hk/games/switch2/aaaca/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,donkey kong bananza
Mario Kart World,Nintendo Switch 2,2025-06-05,,,,,Nintendo,"['Racing', 'Multiplayer']",Switch 2,Nintendo Core,Racing,Party Player,Friends|Family|Party|Short Break,Easy,Fun,Short,Yes,Yes,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Mario Kart World,마리오 카트 월드,瑪利歐賽車世界,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/7001000009680838a0fa12894011f0a6be5dd7946b86e3/29a1b9dc0fd68a22a76580868b6561b1/701576595770f5bf0f2d56a335faa1d9545e499243cb96c4e4a127bb65b7bb9c.jpg,data/media_images/mario_kart_world.jpg,https://www.nintendo.com/us/store/products/mario-kart-world-switch-2/,https://www.nintendo.com/kr/games/switch2/aaaaa/,https://www.nintendo.com/hk/games/switch2/aaaaa/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,mario kart world
Nintendo Switch 2 Welcome Tour,Nintendo Switch 2,2025-06-05,,,,,Nintendo,"['Educational', 'Puzzle']",Switch 2,Nintendo Published,Puzzle,Beginner,Solo|Short Break,Easy,Creative,Short,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Nintendo Switch 2 Welcome Tour,Nintendo Switch 2 웰컴 투어,Nintendo Switch 2秘密展,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/70010000096816db042301894311f0bed16fd20ad41733/21b25e65c23de73389e5eee9de722830/2dda55540a93ada523cc179fcc1a040f3bbd2b30098b204d1af3bbd8eb914303.jpg,data/media_images/nintendo_switch_2_welcome_tour.jpg,https://www.nintendo.com/us/store/products/nintendo-switch-2-welcome-tour-switch-2/,https://www.nintendo.com/kr/games/switch2/aahea/,https://www.nintendo.com/hk/games/switch2/aahea/index.html,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,nintendo switch 2 welcome tour
薩爾達傳說 曠野之息 Nintendo Switch 2 Edition,Nintendo Switch 2 Edition,2025-06-05,,,,,Nintendo,['Adventure'],Switch 2 Edition,Nintendo Core,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",薩爾達傳說 曠野之息 Nintendo Switch 2 Edition,,薩爾達傳說 曠野之息 Nintendo Switch 2 Edition,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/70010000096820892df9ec8f9c11f0b30c2d29fd9383ca/5c5879bd8026cf7bb2a8ce02ff9eac41/63c124a913d3c571d00313310c7474f026042048e546babadc8582fbc170aa62.jpg,data/media_images/hk_70010000096820.jpg,https://www.nintendo.com/hk/switch/zelda_botw/edition/index.html,,https://www.nintendo.com/hk/switch/zelda_botw/edition/index.html,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,薩爾達傳說 曠野之息 nintendo switch 2 edition
薩爾達傳說 王國之淚 Nintendo Switch 2 Edition,Nintendo Switch 2 Edition,2025-06-05,,,,,Nintendo,['Adventure'],Switch 2 Edition,Nintendo Core,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",薩爾達傳說 王國之淚 Nintendo Switch 2 Edition,,薩爾達傳說 王國之淚 Nintendo Switch 2 Edition,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/700100000968243835c61c894011f0a7347704673dbb71/ac9a3cf4c2d3450a0139c5f37ea2a837/1a9e9a7699ae23853629569ddeaf6b04576ac46dcac8afae76a78b21332841e1.jpg,data/media_images/hk_70010000096824.jpg,https://www.nintendo.com/hk/zelda/totk/edition/index.html,,https://www.nintendo.com/hk/zelda/totk/edition/index.html,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,薩爾達傳說 王國之淚 nintendo switch 2 edition
Xenoblade Chronicles X: Definitive Edition,Nintendo Switch,2025-03-20,86.0,8.2,,T,Nintendo,"['RPG', 'Open-World']",Switch Compatible,Nintendo Published,RPG,Story Player,Solo|Long Session,Medium,Story,Long,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Xenoblade Chronicles X: Definitive Edition,제노블레이드 크로니클스 크로스 디피니티브 에디션,異度神劍X 終極版,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000088832/d33ed7f51de601b10cafa5814fd786bbad317b0421a43d54917a2c647be2f23b",data/media_images/xenoblade_chronicles_x_definitive_edition.jpg,https://www.nintendo.com/us/store/products/xenoblade-chronicles-x-definitive-edition-switch/,https://www.nintendo.com/kr/switch/bas6a/,https://www.nintendo.com/hk/switch/bas6a/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,xenoblade chronicles x definitive edition
異度神劍X 終極版,Nintendo Switch,2025-03-20,,,,,Nintendo,['RPG'],Switch Compatible,Nintendo Published,RPG,Story Player,Solo|Long Session,Medium,Story,Long,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",異度神劍X 終極版,,異度神劍X 終極版,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/73uxlFX702jPzau3Loauqp/eb683ace60a9929c01271ea673cf4bcd/d3e05dad51c43756dd8674940825f4285961d13fad711176e7c16695a6fdd0d4.jpg,data/media_images/hk_70010000088835.jpg,https://www.nintendo.com/hk/switch/bas6a/,,https://www.nintendo.com/hk/switch/bas6a/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,異度神劍x 終極版
咚奇剛 歸來 HD,Nintendo Switch,2025-01-16,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Core,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",咚奇剛 歸來 HD,,咚奇剛 歸來 HD,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/490l1to70tlmeswTjnoQGd/6938007f36d9846759bd196e2885751a/d34a2cd71298ee1249815eb4e8976b02a25f32cce49976822bcaee9ae0599e94.jpg,data/media_images/hk_70010000084606.jpg,https://www.nintendo.com/hk/switch/bdlwa/,,https://www.nintendo.com/hk/switch/bdlwa/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,咚奇剛 歸來 hd
Fitness Boxing 3: Your Personal Trainer,Nintendo Switch,2024-12-05,,,,,Nintendo,['Sports'],Switch Compatible,Nintendo Published,Sports,Family Player,Friends|Family|Party|Short Break,Easy,Active,Short,Yes,Yes,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Fitness Boxing 3: Your Personal Trainer,,Fitness Boxing 3: Your Personal Trainer,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/eatQJXzEuDoxq28t558s9/532a013d0949cb34bc5b66f7869a8384/baac02584d28048c7e8f52a6d112d922a74a2dacfaf4121427059de9031abd3b.jpg,data/media_images/hk_70010000089517.jpg,https://www.nintendo.com/hk/topics/article/6jwsBEm2ySPDSGZ5juHSny,,https://www.nintendo.com/hk/topics/article/6jwsBEm2ySPDSGZ5juHSny,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,fitness boxing 3 your personal trainer
瑪利歐＆路易吉RPG 兄弟齊航！,Nintendo Switch,2024-11-07,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Core,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",瑪利歐＆路易吉RPG 兄弟齊航！,,瑪利歐＆路易吉RPG 兄弟齊航！,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/5brWcUVEi6IpcaUXTq6Ngw/54c1daf6a3f419bbda922a4faaa542f3/ee18dc1af207304064c9186d894d93e53e41ea092f56bfd603c56cba2da5d491.jpg,data/media_images/hk_70010000084616.jpg,https://www.nintendo.com/hk/switch/a8e6a/,,https://www.nintendo.com/hk/switch/a8e6a/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,瑪利歐 路易吉rpg 兄弟齊航
Super Mario Party Jamboree,Nintendo Switch,2024-10-17,82.0,8.0,,E,Nintendo,"['Party', 'Board Game', 'Multiplayer']",Switch Compatible,Nintendo Core,Party,Party Player,Friends|Family|Party|Short Break,Easy,Fun,Short,Yes,Yes,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Super Mario Party Jamboree,슈퍼 마리오 파티 잼버리,超級瑪利歐派對 空前盛會,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000084608/ba0572bf9d840b03bf9958809943fb3c76c3adfd6d8f2704b0f1b766f8aa4027",data/media_images/super_mario_party_jamboree.jpg,https://www.nintendo.com/us/store/products/super-mario-party-jamboree-switch/,https://www.nintendo.com/kr/switch/a7hla/,https://www.nintendo.com/hk/switch/a7hla/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,super mario party jamboree
The Legend of Zelda: Echoes of Wisdom,Nintendo Switch,2024-09-26,86.0,8.2,,E10+,Nintendo,"['Action', 'Adventure', 'Puzzle']",Switch Compatible,Nintendo Core,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",The Legend of Zelda: Echoes of Wisdom,젤다의 전설 지혜의 투영,薩爾達傳說 智慧的再現,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000084618/e3a49cf14180cec09c515595fb7121b048a0f8327eae2d248909d0f0c64a9dc9",data/media_images/the_legend_of_zelda_echoes_of_wisdom.jpg,https://www.nintendo.com/us/store/products/the-legend-of-zelda-echoes-of-wisdom-switch/,https://www.nintendo.com/kr/switch/bdgea/,https://www.nintendo.com.hk/switch/bdgea/index.html,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,legend of zelda echoes of wisdom
Famicom偵探俱樂部 笑臉男ＥＭＩＯ,Nintendo Switch,2024-08-29,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Famicom偵探俱樂部 笑臉男ＥＭＩＯ,,Famicom偵探俱樂部 笑臉男ＥＭＩＯ,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/5a8ncHXuAeslwpPZMvQtMu/1d139a454f4c5b9730c9a4d825c77967/341fdc801e8a563cbc146dc5c67085b6c70988efeb987e74c94d62ff6a1ea1b6.jpg,data/media_images/hk_70010000084626.jpg,https://www.nintendo.com.hk/switch/a7lqa/,,https://www.nintendo.com.hk/switch/a7lqa/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,famicom偵探俱樂部 笑臉男emio
Nintendo World Championships Famicom世界大會,Nintendo Switch,2024-07-18,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Nintendo World Championships Famicom世界大會,,Nintendo World Championships Famicom世界大會,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/5eDkdW94Itogc8WWPKICLV/9fa0f5f9df6db5b780adb94c7859fbe6/780e2343e57b8f51152cfe7356fd99edf5ecbc9491cc54380f63dfe5ff0280c6.jpg,data/media_images/hk_70010000080667.jpg,https://ec.nintendo.com/HK/zh/titles/70010000080667,,https://ec.nintendo.com/HK/zh/titles/70010000080667,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,nintendo world championships famicom世界大會
路易吉洋樓２ HD,Nintendo Switch,2024-06-27,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Core,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",路易吉洋樓２ HD,,路易吉洋樓２ HD,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/3ELAPyiHm4TAuY2ITzJbPV/72b470040fb074c031311a277c04e0a3/403ae52dcd1df9415dbf943b18ef30be61e20d4e9ecf32e6bb2391183b9f4c82.jpg,data/media_images/hk_70010000077703.jpg,https://www.nintendo.com/hk/switch/banra/,,https://www.nintendo.com/hk/switch/banra/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,路易吉洋樓2 hd
Paper Mario: The Thousand-Year Door,Nintendo Switch,2024-05-23,88.0,8.9,,E,Nintendo,"['RPG', 'Adventure']",Switch Compatible,Nintendo Core,RPG,Story Player,Solo|Long Session,Medium,Story,Long,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Paper Mario: The Thousand-Year Door,페이퍼 마리오 1000년의 문,紙片瑪利歐RPG,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000072957/fdd5d8ca46d7ea4e45397ae560e807742de2d7d744570297ddbabf69d6d23f33",data/media_images/paper_mario_the_thousand_year_door.jpg,https://www.nintendo.com/us/store/products/paper-mario-the-thousand-year-door-switch/,https://www.nintendo.com/kr/switch/a9qda/,https://www.nintendo.com.hk/switch/a9qda/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,paper mario the thousand year door
永恆蔚藍 流光,Nintendo Switch,2024-05-02,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",永恆蔚藍 流光,,永恆蔚藍 流光,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/1wWSpkRcnmVw48AHiszlLn/f28029b63832bd997a0e8e40e8d4027d/c88575e431a9c2e53ccbfd32378a34a8d782596372b9d04c81dc48000af3fec0.jpg,data/media_images/hk_70010000077708.jpg,https://www.nintendo.com.hk/switch/a7lka/index.html,,https://www.nintendo.com.hk/switch/a7lka/index.html,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,永恆蔚藍 流光
